practice,list_size
P81173,3906.6666666666665
P81180,3328.3333333333335
P81181,4232.333333333333
P81186,4429.666666666667
P81642,2578.3333333333335
P81655,8239.666666666666
P81687,1714.3333333333333
P81689,2076.0
P81692,1975.0
P81740,1893.3333333333333
P81769,1595.3333333333333
Y00347,5316.333333333333
Y02466,10797.0
Y03656,5562.333333333333
P85002,4905.0
P85003,6684.333333333333
P85005,9357.333333333334
P85006,6035.0
P85007,2786.3333333333335
P85008,12838.666666666666
P85010,9523.666666666666
P85012,4807.666666666667
P85013,16801.333333333332
P85014,5458.666666666667
P85015,7777.333333333333
P85016,14321.0
P85017,9355.0
P85018,4557.666666666667
P85019,4335.666666666667
P85020,7813.666666666667
P85021,10306.666666666666
P85022,4592.0
P85025,5043.0
P85026,5912.0
P85028,5320.666666666667
P85602,2529.0
P85605,4440.666666666667
P85607,3318.3333333333335
P85608,2937.0
P85610,2746.6666666666665
P85612,3004.3333333333335
P85613,1201.0
P85614,3067.3333333333335
P85615,6041.0
P85620,2982.0
P85621,4717.666666666667
Y01124,3989.3333333333335
Y02827,3781.0
Y02875,3290.3333333333335
Y02933,4181.666666666667
P81003,10409.666666666666
P81008,6042.0
P81017,12806.333333333334
P81020,12829.666666666666
P81027,14476.0
P81028,4721.5
P81032,10923.333333333334
P81035,4175.666666666667
P81036,15133.0
P81047,14952.666666666666
P81053,7633.333333333333
P81065,12006.333333333334
P81069,10554.333333333334
P81070,7494.333333333333
P81078,11653.333333333334
P81088,7275.0
P81095,7816.666666666667
P81099,10431.333333333334
P81100,14498.333333333334
P81118,7956.333333333333
P81123,16114.666666666666
P81132,9057.666666666666
P81134,4135.333333333333
P81137,5933.333333333333
P81146,4822.333333333333
P81147,4137.666666666667
P81160,10154.333333333334
P81166,2550.6666666666665
P81170,6525.0
P81182,6007.666666666667
P81197,4519.333333333333
P81212,4937.666666666667
P81215,6560.5
P81218,6624.333333333333
P81620,1107.0
P81659,4049.0
P81686,2616.0
P81699,2293.6666666666665
P81711,2649.0
P81730,8467.666666666666
P81731,2780.0
P81732,4176.666666666667
P81736,3933.0
P81738,1001.6666666666666
P81755,4525.0
P81756,3237.3333333333335
P81757,3321.3333333333335
P81778,3090.0
P81780,4579.666666666667
Y02606,5995.0
N81002,12778.333333333334
N81013,7813.666666666667
N81021,5981.0
N81022,11119.333333333334
N81026,9810.0
N81027,13411.333333333334
N81029,12229.0
N81033,8120.0
N81049,6030.0
N81052,10586.0
N81069,3834.3333333333335
N81070,9802.666666666666
N81073,11565.0
N81077,12141.0
N81085,9115.666666666666
N81086,12436.333333333334
N81088,11057.0
N81112,4741.0
N81118,7759.666666666667
N81632,5580.333333333333
Y05750,135.33333333333334
P86001,6334.333333333333
P86002,1640.6666666666667
P86003,12317.0
P86004,9517.0
P86005,6174.333333333333
P86006,12824.666666666666
P86007,12246.0
P86008,8952.333333333334
P86009,9954.0
P86010,8114.0
P86011,9451.666666666666
P86012,8410.333333333334
P86013,7518.333333333333
P86014,8628.0
P86015,4331.666666666667
P86016,10447.0
P86017,4279.333333333333
P86018,8975.0
P86019,9118.666666666666
P86021,3238.0
P86023,6427.333333333333
P86606,4457.333333333333
P86608,4035.6666666666665
P86609,2383.0
P86614,4874.333333333333
P86619,6444.333333333333
P86620,2256.3333333333335
P86624,3988.3333333333335
Y00726,4881.666666666667
Y02718,2768.0
Y02720,3015.0
Y02721,2548.6666666666665
Y02795,3262.3333333333335
P81018,8787.333333333334
P81040,10486.333333333334
P81055,10738.333333333334
P81067,13431.0
P81093,1675.0
P81107,7503.666666666667
P81119,6840.666666666667
P81152,12177.333333333334
P81179,3874.3333333333335
P81184,8300.0
P81185,11295.333333333334
P81196,13721.0
P81213,18292.0
P81647,2045.6666666666667
P81664,15931.666666666666
P81667,3344.0
P81685,2425.3333333333335
P81735,3220.3333333333335
P81748,6066.666666666667
P81750,2019.0
P81763,1844.6666666666667
P81770,3669.0
P81785,2050.6666666666665
N81011,14629.0
N81045,14446.333333333334
N81054,9162.0
N81064,7188.333333333333
N81066,13833.0
N81072,7846.333333333333
N81096,8418.0
N81119,4749.0
N81619,3385.6666666666665
N81651,3634.6666666666665
P87002,11692.333333333334
P87003,3864.3333333333335
P87004,3773.0
P87008,8560.666666666666
P87014,4078.3333333333335
P87015,3642.3333333333335
P87016,12786.666666666666
P87017,5374.666666666667
P87019,12018.333333333334
P87020,6439.333333333333
P87022,2106.6666666666665
P87024,10057.333333333334
P87026,10724.666666666666
P87027,15796.666666666666
P87028,6347.666666666667
P87032,5326.0
P87035,10267.0
P87036,2211.0
P87039,4122.0
P87040,9003.333333333334
P87613,3209.6666666666665
P87618,1999.3333333333333
P87620,9256.333333333334
P87624,5075.333333333333
P87625,2370.0
P87627,2868.3333333333335
P87630,2675.0
P87634,9559.333333333334
P87639,2336.6666666666665
P87648,4591.666666666667
P87649,2425.0
P87651,5348.666666666667
P87652,2222.6666666666665
P87654,6170.0
P87657,2930.3333333333335
P87658,3001.0
P87659,3772.3333333333335
P87660,3261.6666666666665
Y00445,16633.0
Y02625,1063.3333333333333
Y02767,4731.0
A82004,2271.0
A82006,4871.0
A82012,15812.0
A82013,6796.333333333333
A82014,4230.0
A82015,5553.0
A82016,36225.0
A82019,8393.0
A82020,15253.333333333334
A82021,17138.666666666668
A82022,5102.666666666667
A82023,4529.666666666667
A82024,5622.666666666667
A82029,3483.0
A82032,13855.0
A82035,14608.666666666666
A82036,10076.666666666666
A82037,4224.666666666667
A82038,4557.0
A82041,9930.666666666666
A82044,22727.666666666668
A82045,8705.666666666666
A82047,9159.0
A82048,6380.666666666667
A82049,5822.333333333333
A82050,6815.0
A82055,6883.333333333333
A82060,4201.666666666667
A82064,4465.0
A82075,6232.0
A82617,2449.3333333333335
A82620,778.0
A82623,4924.333333333333
A82654,7598.0
N83009,12096.666666666666
N83013,5207.333333333333
N83014,9991.333333333334
N83015,4168.666666666667
N83018,8695.333333333334
N83024,7545.666666666667
N83025,9295.0
N83030,5071.666666666667
N83031,2430.0
N83032,11172.0
N83033,6113.666666666667
N83043,4000.3333333333335
N83047,4043.3333333333335
N83055,5468.666666666667
N83601,4880.666666666667
N83603,5536.0
N83605,4543.333333333333
N83608,10617.0
N83609,3621.6666666666665
N83610,2354.0
N83619,2003.6666666666667
N83621,2930.3333333333335
N83633,3697.3333333333335
A82005,6344.333333333333
A82007,9557.666666666666
A82008,10972.0
A82009,8977.333333333334
A82010,6717.0
A82025,10006.333333333334
A82026,17354.0
A82027,10227.0
A82030,6036.666666666667
A82033,8291.0
A82034,6525.0
A82039,8635.333333333334
A82046,5852.333333333333
A82053,4854.666666666667
A82062,4727.666666666667
A82068,4363.333333333333
A82070,6122.666666666667
A82071,4282.666666666667
A82072,6816.0
A82074,2270.0
A82077,5243.666666666667
A82608,4215.0
A82613,1012.6666666666666
A82621,1628.3333333333333
A82629,3407.6666666666665
A82647,2634.3333333333335
A82650,2772.6666666666665
A82651,3316.6666666666665
B82061,7192.666666666667
P81013,14350.333333333334
P81029,16517.333333333332
P81113,6089.666666666667
Y01008,60991.333333333336
N81001,4669.0
N81008,9668.666666666666
N81016,28293.666666666668
N81032,24608.0
N81039,10914.333333333334
N81043,6276.666666666667
N81044,10057.0
N81053,15593.0
N81068,13831.0
N81071,4771.333333333333
N81084,18177.0
N81090,4464.333333333333
N81111,5981.666666666667
N84001,9721.0
N84002,2545.0
N84003,10499.666666666666
N84004,7675.0
N84007,5402.666666666667
N84010,4471.333333333333
N84015,6141.666666666667
N84016,6552.666666666667
N84019,6160.333333333333
N84023,7294.666666666667
N84025,8300.333333333334
N84026,3156.0
N84027,4101.0
N84028,7498.333333333333
N84029,6073.666666666667
N84035,4578.666666666667
N84041,4667.666666666667
N84043,2021.6666666666667
N84605,3286.6666666666665
N84615,2626.6666666666665
N84621,2758.3333333333335
N84626,1989.6666666666667
N84627,2750.0
N84630,2543.6666666666665
Y00446,3310.0
N84005,10129.333333333334
N84008,9471.0
N84013,5221.666666666667
N84014,3239.3333333333335
N84017,10234.666666666666
N84018,10930.333333333334
N84021,14093.0
N84024,9635.666666666666
N84036,2589.0
N84037,2121.6666666666665
N84611,3762.3333333333335
N84613,4004.0
N84614,2790.3333333333335
N84617,3839.0
N84618,4873.666666666667
Y02610,4324.333333333333
P88002,6487.333333333333
P88003,8940.666666666666
P88005,11899.0
P88006,7190.333333333333
P88007,12900.333333333334
P88009,3241.6666666666665
P88011,7319.666666666667
P88013,13203.666666666666
P88014,4783.0
P88015,12893.666666666666
P88016,14417.0
P88017,6973.333333333333
P88018,8977.333333333334
P88019,5249.0
P88020,11951.0
P88021,7170.666666666667
P88023,6509.0
P88024,9379.0
P88025,11102.333333333334
P88031,5240.666666666667
P88034,3891.3333333333335
P88041,5829.666666666667
P88042,6484.0
P88043,8914.0
P88044,4595.333333333333
P88600,1770.6666666666667
P88606,5525.0
P88607,2932.3333333333335
P88610,3608.6666666666665
P88615,1539.3333333333333
P88617,4490.666666666667
P88623,5926.0
P88624,2323.6666666666665
P88625,5865.0
P88632,16273.666666666666
Y00912,2322.3333333333335
N83001,14593.333333333334
N83002,12580.333333333334
N83005,7695.666666666667
N83006,3362.3333333333335
N83007,2389.0
N83010,6989.666666666667
N83012,11453.666666666666
N83017,4183.0
N83019,9789.333333333334
N83020,7433.666666666667
N83022,8018.666666666667
N83023,6720.333333333333
N83026,2627.0
N83027,6505.333333333333
N83035,7319.666666666667
N83041,4882.333333333333
N83045,4653.333333333333
N83050,3842.3333333333335
N83053,5335.666666666667
N83060,3743.0
N83604,2605.6666666666665
N83620,3020.0
N83624,2941.3333333333335
N83628,3460.6666666666665
N83635,2724.6666666666665
N83637,3464.6666666666665
Y00475,5018.0
Y02510,5023.0
C81077,3487.6666666666665
C81081,13448.333333333334
C81615,2175.3333333333335
C81640,3678.3333333333335
C81660,3196.0
P89002,10388.0
P89003,9503.0
P89004,7122.666666666667
P89005,7752.333333333333
P89007,6583.666666666667
P89008,9022.0
P89010,8108.0
P89011,4577.333333333333
P89013,5491.0
P89014,12299.666666666666
P89015,20686.333333333332
P89016,9417.0
P89017,5621.0
P89020,8228.666666666666
P89021,10871.333333333334
P89022,3670.3333333333335
P89025,3156.0
P89026,6147.333333333333
P89029,5975.0
P89030,4537.666666666667
P89033,6885.5
P89602,4389.0
P89609,4488.333333333333
P89612,2146.3333333333335
P89613,2886.0
Y02663,3877.0
Y02936,3214.3333333333335
P91003,6254.0
P91006,12472.0
P91007,4262.666666666667
P91008,6141.0
P91009,11754.666666666666
P91011,5813.0
P91013,10625.333333333334
P91014,15540.0
P91016,8516.0
P91017,8167.0
P91019,3631.6666666666665
P91020,5085.0
P91021,15521.666666666666
P91026,5272.0
P91029,5290.0
P91032,4906.0
P91035,8447.333333333334
P91603,7309.666666666667
P91604,16789.666666666668
P91615,5929.666666666667
P91617,2358.6666666666665
P91619,4403.0
P91623,5250.666666666667
P91625,5002.0
P91629,9224.666666666666
P91633,5245.0
Y02129,4792.666666666667
N81024,10222.0
N81025,8882.333333333334
N81040,5923.333333333333
N81051,7441.333333333333
N81055,7669.666666666667
N81061,7620.333333333333
N81067,8822.666666666666
N81087,24525.333333333332
N81113,6955.666666666667
N81123,6186.0
N81127,8043.666666666667
N81007,10440.666666666666
N81014,8938.333333333334
N81020,14350.0
N81028,8264.0
N81036,6943.333333333333
N81041,8449.333333333334
N81048,14199.333333333334
N81056,10365.333333333334
N81059,12356.333333333334
N81065,6894.333333333333
N81075,16203.666666666666
N81083,5908.666666666667
N81089,8863.333333333334
N81097,2770.3333333333335
N81107,3038.3333333333335
N81108,10620.666666666666
N81114,11193.333333333334
N81122,10507.0
N81623,3343.3333333333335
N81628,10137.666666666666
N81637,3077.3333333333335
N81645,2548.6666666666665
Y01108,3199.0
Y04925,4705.333333333333
N81005,9384.333333333334
N81006,5096.666666666667
N81009,7373.666666666667
N81018,7951.666666666667
N81030,17585.0
N81031,5699.0
N81034,12849.0
N81038,7078.0
N81046,9703.333333333334
N81050,7535.0
N81060,9061.0
N81079,9905.0
N81081,11656.0
N81082,16026.666666666666
N81091,5037.666666666667
N81092,11988.666666666666
N81093,6126.333333333333
N81094,6453.333333333333
N81095,5987.333333333333
N81100,6975.666666666667
N81101,7181.333333333333
N81115,6842.0
N81117,5651.333333333333
N81121,6803.333333333333
N81125,7274.333333333333
N81607,2644.6666666666665
N81626,3997.3333333333335
P81014,8714.333333333334
P81039,5302.666666666667
P81045,5620.666666666667
P81084,7211.333333333333
P81112,15951.0
P81136,2465.6666666666665
P81177,2162.0
P81201,5173.333333333333
P81208,15172.666666666666
P81646,4367.666666666667
P81674,5495.333333333333
P81710,8340.333333333334
P81758,3047.0
P92001,5362.333333333333
P92002,5209.333333333333
P92003,8711.333333333334
P92004,8008.0
P92005,4155.333333333333
P92006,5978.0
P92007,6848.333333333333
P92008,8703.0
P92010,12764.666666666666
P92011,7570.666666666667
P92012,4732.0
P92014,12128.333333333334
P92015,5478.0
P92016,17219.666666666668
P92017,12630.0
P92019,9899.666666666666
P92020,4529.666666666667
P92021,6357.0
P92023,8460.0
P92024,4335.666666666667
P92026,7782.0
P92028,4935.333333333333
P92029,4074.3333333333335
P92030,4423.0
P92031,3441.0
P92034,5759.666666666667
P92035,4030.0
P92038,3150.3333333333335
P92041,7873.0
P92042,4394.0
P92602,2319.0
P92605,5818.0
P92607,8145.333333333333
P92615,2706.0
P92619,1671.6666666666667
P92620,4063.3333333333335
P92621,2994.0
P92623,2208.6666666666665
P92626,4915.0
P92630,2560.6666666666665
P92633,1890.3333333333333
P92634,4382.333333333333
P92637,2922.6666666666665
P92642,5269.0
P92646,3119.0
P92648,2767.0
P92651,4767.0
P92652,4031.0
P92653,3173.0
Y02274,3598.3333333333335
Y02321,5169.666666666667
Y02322,8885.333333333334
Y02378,6262.666666666667
Y02885,2948.3333333333335
Y02886,2091.6666666666665
Y02887,1886.3333333333333
P81006,18295.333333333332
P81031,7346.333333333333
P81037,8977.333333333334
P81059,7454.0
P81077,10898.333333333334
P81079,12517.666666666666
P81086,10363.333333333334
P81087,11227.666666666666
P81089,11846.666666666666
P81128,9014.666666666666
P81129,10803.0
P81133,8878.333333333334
P81149,7023.0
P81157,10714.666666666666
P81191,9128.666666666666
P81668,6140.0
P81690,2.0
P81737,1957.6666666666667
P81742,2409.6666666666665
B82007,9472.333333333334
B82020,12004.0
B82028,14138.666666666666
B82053,12403.333333333334
B83002,4680.0
B83006,11551.666666666666
B83008,11718.666666666666
B83021,12885.666666666666
B83027,9388.0
B83033,13399.0
B83061,3471.6666666666665
B83602,6538.333333333333
B83620,2954.6666666666665
C85001,4373.0
C85003,11667.333333333334
C85004,17096.333333333332
C85005,7939.333333333333
C85006,4927.666666666667
C85007,10450.0
C85008,13020.333333333334
C85009,6606.0
C85010,17320.0
C85013,10383.333333333334
C85014,8677.333333333334
C85016,11892.666666666666
C85017,11159.333333333334
C85018,6815.333333333333
C85019,4994.666666666667
C85020,13601.0
C85023,10927.333333333334
C85024,6055.333333333333
C85026,5475.0
C85028,4549.666666666667
C85030,9829.333333333334
C85033,11392.333333333334
C85619,6937.666666666667
C85622,2090.6666666666665
C85623,3984.0
C85628,1010.6666666666666
Y00411,10127.333333333334
Y04809,2402.3333333333335
Y05248,2971.3333333333335
Y05363,3562.0
Y05364,3544.3333333333335
C84008,4813.333333333333
C84013,13463.666666666666
C84024,30307.0
C84035,12100.666666666666
C84094,18455.0
C84101,3049.0
C84692,2576.6666666666665
Y05346,3546.3333333333335
B83007,5605.0
B83009,10505.666666666666
B83010,10428.666666666666
B83011,10345.666666666666
B83012,9922.333333333334
B83013,11422.333333333334
B83014,12940.333333333334
B83015,8700.333333333334
B83017,8031.666666666667
B83018,11762.0
B83020,8017.333333333333
B83028,11173.333333333334
B83029,10007.333333333334
B83030,8708.333333333334
B83031,3695.0
B83035,10011.666666666666
B83037,10155.333333333334
B83038,12746.0
B83040,11216.666666666666
B83042,7539.666666666667
B83044,482.0
B83045,14082.333333333334
B83049,4467.0
B83054,5239.0
B83055,23050.333333333332
B83056,7599.333333333333
B83062,8863.333333333334
B83063,8258.0
B83067,7419.333333333333
B83631,2.0
B83641,7634.333333333333
B84001,8707.666666666666
B84002,6464.666666666667
B84003,8536.0
B84004,18866.333333333332
B84005,10052.0
B84006,13501.666666666666
B84007,10418.0
B84008,14923.666666666666
B84009,11191.0
B84010,10163.333333333334
B84011,11756.0
B84012,8667.666666666666
B84013,8473.333333333334
B84014,4718.0
B84017,1271.0
B84019,10159.666666666666
B84021,7972.666666666667
B84610,4168.0
B84612,7573.666666666667
B84613,8646.0
B84615,3010.3333333333335
B84618,9135.0
Y02572,5469.333333333333
Y03112,3869.6666666666665
B83005,6814.333333333333
B83016,6917.0
B83025,4310.333333333333
B83026,5353.666666666667
B83034,6520.333333333333
B83051,9390.666666666666
B83052,13701.666666666666
B83058,6934.666666666667
B83604,3110.0
B83611,2240.0
B83614,8972.0
B83617,2300.6666666666665
B83621,3998.6666666666665
B83622,5121.0
B83626,6528.333333333333
B83627,3754.0
B83628,8445.0
B83629,2967.3333333333335
B83638,5392.333333333333
B83642,2796.0
B83657,4579.0
B83659,3124.6666666666665
B83660,5557.333333333333
B83661,2903.6666666666665
Y05180,36.333333333333336
C86001,12709.0
C86005,5485.333333333333
C86006,9870.666666666666
C86007,11679.0
C86009,7950.333333333333
C86011,13273.333333333334
C86012,5624.333333333333
C86013,8947.666666666666
C86014,6301.0
C86015,7708.0
C86016,7778.333333333333
C86017,11242.666666666666
C86018,9768.666666666666
C86019,14360.0
C86020,8768.666666666666
C86021,6256.0
C86022,9741.666666666666
C86023,7762.666666666667
C86024,11039.666666666666
C86025,7528.0
C86026,4757.0
C86029,14664.666666666666
C86032,5732.666666666667
C86033,4748.0
C86034,7528.333333333333
C86037,10627.0
C86038,9004.0
C86039,5747.333333333333
C86605,8033.0
C86606,2919.3333333333335
C86609,3534.6666666666665
C86611,5060.333333333333
C86613,4577.0
C86614,9139.666666666666
C86621,4660.666666666667
C86625,1671.0
C86626,2325.0
B81006,8489.0
B81010,12675.333333333334
B81013,9137.333333333334
B81014,7130.666666666667
B81025,12251.666666666666
B81029,10610.0
B81034,11105.0
B81037,15126.0
B81042,12516.333333333334
B81050,11938.666666666666
B81060,6332.0
B81061,27068.0
B81062,11735.333333333334
B81068,16636.666666666668
B81082,6589.333333333333
B81092,10396.0
B81100,3824.0
B81101,20904.666666666668
B81602,2823.0
B81658,2579.0
B81666,2042.6666666666667
Y02656,3587.0
B85002,3894.3333333333335
B85005,6492.0
B85006,14716.0
B85010,6963.333333333333
B85016,9827.333333333334
B85023,6507.666666666667
B85026,8127.0
B85028,15894.0
B85031,7139.666666666667
B85032,6338.333333333333
B85033,4826.0
B85036,7395.333333333333
B85042,8742.0
B85044,2477.6666666666665
B85048,3649.3333333333335
B85051,8041.0
B85058,2557.3333333333335
B85059,5288.666666666667
B85060,2668.3333333333335
B85061,9427.666666666666
B85610,9599.666666666666
B85611,3650.0
B85614,5123.0
B85623,2962.0
B85634,3515.3333333333335
B85636,3737.6666666666665
B85638,4316.333333333333
B85659,1491.0
B85660,5631.0
Y04266,4064.6666666666665
B82019,3113.6666666666665
B82022,5482.333333333333
B82029,3247.6666666666665
B82035,3615.0
B82042,8396.0
B82044,9146.333333333334
B82045,4215.0
B82046,2804.3333333333335
B82049,7055.666666666667
B82050,19777.666666666668
B82062,2363.6666666666665
B82066,9720.666666666666
B82072,5666.666666666667
B82075,9759.666666666666
B82078,6043.666666666667
B82086,2371.3333333333335
B82101,5144.0
B82104,7539.333333333333
B82622,1594.0
B82004,10480.666666666666
B82008,8557.333333333334
B82012,13505.0
B82013,20009.666666666668
B82014,6738.0
B82016,7730.0
B82027,15085.0
B82030,5626.666666666667
B82032,10427.333333333334
B82036,7385.666666666667
B82057,5952.333333333333
B82059,10829.666666666666
B82067,7136.666666666667
B82069,7508.333333333333
B82091,6925.0
B81002,3418.6666666666665
B81008,26445.666666666668
B81011,9211.0
B81017,15257.333333333334
B81018,8799.666666666666
B81020,7396.333333333333
B81021,7523.0
B81027,9771.333333333334
B81032,3606.0
B81035,6405.666666666667
B81038,7330.666666666667
