practice_id,selected_measure_type,b_measures_savings_per_person,measures_savings_per_person,b_lp_spend_per_person,lp_cost_per_person
H85022,cost_measure,0.17998740719006096,0.21805908214229028,0.11969324921557262,0.13981389326591312
G82888,cost_measure,0.1041451553798088,0.11608276063532148,0.19443963654623958,0.14964043348999462
E87009,cost_measure,0.15262054474930983,0.22388886617269993,0.21293595559995368,0.18920511724477176
F82647,cost_measure,0.21903652198862825,0.19207192739072093,0.10491674914484886,0.06893615178513894
B82049,cost_measure,0.14463537316033145,0.1418780020167219,0.11546235050805521,0.06294324864648107
F82006,cost_measure,0.03919056643051618,0.014548895395155819,0.25810928364440516,0.08132152291798897
H82084,cost_measure,0.10147108347530344,0.0954483682584854,0.1896988350320578,0.059132815304826794
F86652,cost_measure,0.12394617461602198,0.05127226147039788,0.11330610016179699,0.046215579063605995
D81064,cost_measure,0.11070804534275153,0.09813875694881109,0.04945867003517269,0.03804338550892308
M82041,cost_measure,0.08660490742325344,0.10467413484463488,0.22533536916626207,0.15948076857875948
E85028,cost_measure,0.1423688462382986,0.14467964019637328,0.21522747528542577,0.17376005763056498
H82005,cost_measure,0.07821624282339598,0.13473094055235585,0.07119886742871075,0.04134861701968808
E85019,cost_measure,0.07254789852354267,0.1292729787189703,0.120281219529414,0.1039013028642617
P81146,cost_measure,0.14938227286402947,0.13195863584961334,0.27834448487315644,0.19378108129376484
M81033,cost_measure,0.20449403625179072,0.17543756756463982,0.14333923516395322,0.136114835846192
J82051,cost_measure,0.05940522610868498,0.05270216805655658,0.18429623809054638,0.14057332123864574
F82042,cost_measure,0.0980329751390543,0.11497289477837747,0.21499930804635306,0.15605646900031814
F86020,cost_measure,0.10456460903946634,0.0530949426219959,0.10008822671863501,0.06413194167925364
J83008,cost_measure,0.039162120591928626,0.03393675120633699,0.0893427101975875,0.07189565875899018
G85003,cost_measure,0.06675525127129918,0.08415242458723783,0.16809922554726717,0.10196098892750896
E87045,cost_measure,0.21276414278115494,0.26169717614341104,0.18560557655215312,0.24898063570609053
B82045,cost_measure,0.3449392470172519,0.38530061727378556,0.411835431121971,0.23625802082543113
G84008,cost_measure,0.1976183851655327,0.16885579951705992,0.17002995036338303,0.12766089419442683
B82022,cost_measure,0.18926078513824268,0.1653612251788422,0.07921387358909539,0.08459260640448603
B82044,cost_measure,0.06800546933491843,0.03907770551466486,0.1473290722440256,0.07910494557095143
P91625,cost_measure,0.16141104421220498,0.06296236241847666,0.17975873498890071,0.18242660376282296
D81047,cost_measure,0.13043996621046203,0.08588415981989704,0.12747304504853546,0.12991125197087064
P91008,cost_measure,0.08028591513890847,0.07713801525411576,0.2006033874773409,0.14683981804554258
Y02414,cost_measure,0.1273495923969848,0.11681077108992109,0.2635709370320083,0.2606646005087376
E86028,cost_measure,0.08824985593468355,0.18091018516840646,0.13907999695919224,0.09291731005708025
E87010,cost_measure,0.13340117856824493,0.1084204977353341,0.11387623492526176,0.07338806323999783
N83009,cost_measure,0.04571104935672618,0.04184482886214971,0.34831784090825624,0.23973877368353738
C83058,cost_measure,0.15402121396494733,0.1591775874761061,0.3597414112794997,0.26872844929860246
K84047,cost_measure,0.14381720088753766,0.09340466101509806,0.08585802848346596,0.09909430598403739
G81035,cost_measure,0.043152962420661224,0.015668074751074606,0.2681772590202038,0.2287154821293958
E87008,cost_measure,0.09771177167409763,0.09668974496646462,0.23706044196745008,0.19065051931952956
N82104,cost_measure,0.29020706307173005,0.1816778047255428,0.15016386867765125,0.12790696267634738
C88019,cost_measure,0.08460287204553975,0.06713430572561813,0.11159092828712099,0.10579102151926488
G81083,cost_measure,0.1356442176164259,0.146406867161474,0.07716775976625488,0.08879649359428142
D81036,cost_measure,0.1673149477087937,0.1402550268401026,0.08540847236744306,0.07387765288842227
G81052,cost_measure,0.29904701719726007,0.33897044974311513,0.3518654144044505,0.22827433452167165
F81684,cost_measure,0.25259147092903367,0.18439274460486343,0.26399621540661533,0.16966238959241833
J82020,cost_measure,0.1063358404152379,0.0974771326465444,0.13519143632313713,0.1296046823299851
L84021,cost_measure,0.14477066555614992,0.1262617522705492,0.11212693072504101,0.14345896103481315
C83061,cost_measure,0.06704630349345532,0.04178123700351231,0.387399412097769,0.3286010964809828
F86083,cost_measure,0.10325876442241501,0.0713997217858983,0.1635988585322117,0.07814984689380265
D81058,cost_measure,0.14399141400248233,0.12766930153957795,0.03924936847725212,0.03963166642519549
B81041,cost_measure,0.11765408550097099,0.08162406405198291,0.13065032658262554,0.11461460137953441
C83057,cost_measure,0.1110527315974123,0.15733683673189341,0.08717267527511839,0.09772495552878319
J82008,cost_measure,0.1163629377196888,0.10303723333405028,0.26652904688002726,0.18852748576385442
J82169,cost_measure,0.11566792455832947,0.08645156100076438,0.254535277759573,0.17140753032938244
J82059,cost_measure,0.15793336337171393,0.13129012011973848,0.33233461231220424,0.22027633989836834
E84017,cost_measure,0.07229635546857892,0.11178814344636279,0.13786177610539804,0.11637963540483043
F86616,cost_measure,0.1347550875378937,0.0746541730912689,0.2124273074619152,0.19433078622673947
L84005,cost_measure,0.17812825452350292,0.16040851675243423,0.1510344711455666,0.13720591309509553
C88073,cost_measure,0.10263110510250581,0.12314015737471637,0.1344871975827992,0.15348484732631487
C82112,cost_measure,0.11525561951412341,0.08694269629046716,0.1429394558271188,0.13561096054572433
G81044,cost_measure,0.1554815376734258,0.1411187093920154,0.04496836036832065,0.03048882533214434
L81009,cost_measure,0.11154965502565645,0.0956087085350339,0.15247093753759405,0.06260356280260422
E83038,cost_measure,0.13174369459206223,0.1358617384788855,0.10525263516718392,0.10219241626941267
D82070,cost_measure,0.11598771713241354,0.06825526530898328,0.25727274916482074,0.23720994476651724
F83660,cost_measure,0.0694385552973878,0.11677437304847176,0.1225373957910926,0.11334545249986891
C82678,cost_measure,0.10029615594207272,0.07546468929132447,0.26650921887353596,0.1675034870470841
E83030,cost_measure,0.1464825921317818,0.12439423501376747,0.13472523686408217,0.07080563336547539
L81058,cost_measure,0.14309594358329195,0.14409555821252376,0.16124160040465316,0.11521887788153831
E85114,cost_measure,0.15095043005031739,0.09417291371586968,0.129159696092575,0.12975691118224228
J83005,cost_measure,0.10185016166944319,0.11661379474776037,0.09237964775126187,0.07446953734017266
E87052,cost_measure,0.3018749645595002,0.26118672021887696,0.23388400170244344,0.1338751079763963
J82121,cost_measure,0.08457585668220635,0.07644222851711578,0.13655343221044225,0.09680586125644854
A81016,cost_measure,0.1129079547070718,0.08980961076673218,0.1495172956264612,0.14022252906091728
P89026,cost_measure,0.1810797146522349,0.16689580781373986,0.11438917268789695,0.09654518059386899
D83006,cost_measure,0.11428243095800099,0.10668151165118815,0.226196464660154,0.19271495055544513
H82064,cost_measure,0.12503813551746062,0.07338648133830449,0.13284074746766567,0.10893982828706848
E82106,cost_measure,0.07362919872409973,0.04412967515720362,0.06946096625814577,0.06581867466522834
C81028,cost_measure,0.12133686288120797,0.1368879309767143,0.10426851682770315,0.09889681102396469
M82058,cost_measure,0.4377394388926283,0.4407761763060996,0.37340186457046265,0.33513320300600247
L84031,cost_measure,0.1590881731645484,0.11917784336424049,0.1997563173232428,0.19721695391881502
L84065,cost_measure,0.09676025038100806,0.12225627190046204,0.16111287949355046,0.12772687234905378
N81005,cost_measure,0.0806479496159365,0.10727672740769366,0.08172070942858871,0.09662568130060191
J82132,cost_measure,0.07885807908056383,0.09518378586663424,0.3663191631328257,0.2708790349630735
C88076,cost_measure,0.1633795443011509,0.2502599184435042,0.2187691334637487,0.21417343363084057
N81031,cost_measure,0.142658133466235,0.18045338400931557,0.2955256314471319,0.21457536281099357
H82012,cost_measure,0.09153038998672297,0.0686804280367801,0.11729282653434643,0.08285973098577656
F81121,cost_measure,0.15399914158797498,0.17369690294178897,0.258062944428883,0.23383478167909288
B82066,cost_measure,0.20544942161371157,0.19761652101323132,0.2176021365037551,0.26021305552730045
E85046,cost_measure,0.1793168475549509,0.12258635673223599,0.12587448964745673,0.08686681271896769
P85615,cost_measure,0.2289180298250967,0.15766811902478578,0.1796952658353586,0.16931880348004374
F86057,cost_measure,0.2022598780205963,0.11397761473483595,0.23459445802885,0.17228257657096202
M86038,cost_measure,0.40682700622162155,0.3048599868991353,0.102020704937872,0.10150337345165758
J81068,cost_measure,0.13603397023867128,0.12354197809545302,0.1273112638813497,0.11859318414108855
D81015,cost_measure,0.14724073373095148,0.11374075025074991,0.5859724235550693,0.6260724266207461
G82684,cost_measure,0.23115988316504624,0.2030192654670129,0.19099981473358324,0.12240104201911098
E84053,cost_measure,0.37436521863138744,0.31930838562788205,0.31717056508301783,0.30913505627815996
G81076,cost_measure,0.13589221741301108,0.10205714614544041,0.12695553327151757,0.11938835710991919
K84044,cost_measure,0.08764749183824969,0.07953775299556459,0.07008807636465926,0.06772883391262353
J82097,cost_measure,0.10701558248785846,0.10677283469681008,0.3669490973879626,0.17651269415613458
E83009,cost_measure,0.0972610132188928,0.11011142534872169,0.31782094122561666,0.23274527138455645
E82129,cost_measure,0.06548082734511475,0.052366854874484565,0.08516595524404139,0.07340703117795286
G81055,cost_measure,0.11119390145063562,0.09385715922880526,0.23046879201063422,0.18419025974493558
P87040,cost_measure,0.06452364536443857,0.06040548311286427,0.08941854285536342,0.1305319951643494
M85053,cost_measure,0.24915343874864113,0.1417744900734829,0.13770326186060788,0.11046219788471684
M81077,cost_measure,0.14864656662682463,0.13703141420800108,0.27547252221204205,0.16340895162953917
M81091,cost_measure,0.09485238356345735,0.0622231558662415,0.07078361170142897,0.060345954912187215
D81025,cost_measure,0.06777327693378969,0.05981062900818347,0.0813848845323172,0.06871077899692796
L83094,cost_measure,0.13685053210505424,0.0954420864450368,0.19234764299481813,0.1808497150716593
B82042,cost_measure,0.10951984181445083,0.10454394060957067,0.23097906197222126,0.1529697477750634
C83010,cost_measure,0.0889809848964176,0.08972822358969962,0.1482818025025005,0.1621957096783286
H81058,cost_measure,0.09624247583725254,0.0798379930908668,0.16650346934979776,0.15027180076533553
L81077,cost_measure,0.14409007507846844,0.14873388168725085,0.11409035125158964,0.0831827141651238
F84122,cost_measure,0.07083253102751483,0.05620938722359202,0.15856761058682023,0.09384316627561268
P86014,cost_measure,0.13944984248463424,0.1744997375220262,0.1876184094190199,0.13545503022934477
D81032,cost_measure,0.06232924096082047,0.0745971279218363,0.0679114473937504,0.07054415093872217
F86692,cost_measure,0.1631897356892178,0.12499109251702573,0.08208886163824869,0.05523925715657253
G82142,cost_measure,0.1477628215119892,0.07180944585470542,0.1326310847568544,0.11833817429157731
Y01011,cost_measure,0.10572543490123416,0.015745081091641737,0.1758733320759945,0.17736252778995107
J83006,cost_measure,0.10695729081459057,0.08518379998191629,0.0766671439093176,0.06184778345314415
J82076,cost_measure,0.06949314147715559,0.05714043810176614,0.17368035542857085,0.13376186900211023
G81024,cost_measure,0.10646627611671762,0.056754398659289544,0.4089697809976238,0.34158691918689754
J82192,cost_measure,0.0682725657382657,0.08760360438933035,0.2521794565355248,0.20304401321910134
J81010,cost_measure,0.10844926567989564,0.09202490542929458,0.23691144396822444,0.17588848097140164
L81089,cost_measure,0.19661987266090744,0.10351301545786654,0.090990254357378,0.0671303584238741
E81024,cost_measure,0.24090216781459992,0.24037839716939444,0.22540791455335663,0.1936075091800819
G81007,cost_measure,0.14645871472144187,0.15259622919177962,0.0815848172498666,0.05343546742495128
C88034,cost_measure,0.1405334486558725,0.09864853065288691,0.27783208752639327,0.125947063628301
Y01132,cost_measure,0.12793824525581224,0.0829804634686148,0.17199097305228525,0.10892266297650434
K82001,cost_measure,0.11601530134317241,0.11114724252209435,0.6068805416518435,0.45534495334714636
D81018,cost_measure,0.15185286915433394,0.12795277157405116,0.08216910216055623,0.10326460203981022
C88032,cost_measure,0.2280353119105709,0.16524120917328824,0.10077275869396478,0.12074197060150935
F85016,cost_measure,0.1340146195142652,0.09279688168006939,0.23898669794334118,0.15192044188173834
H84635,cost_measure,0.0772765042310215,0.07079251659427938,0.10081222790666063,0.0999990625859913
F81041,cost_measure,0.08727964398653076,0.07879058696288598,0.2824278401599904,0.2049870166084895
P91017,cost_measure,0.1481178992080808,0.13337869971549746,0.16837539722889588,0.15919557756065947
J82034,cost_measure,0.11487776084377964,0.08738208424730355,0.16022066790102368,0.14709984188558395
F81016,cost_measure,0.31405432184728943,0.4161986623801184,0.15268170800906852,0.08224295597433978
L84051,cost_measure,0.12518862284164536,0.14741274205100094,0.06465750743432204,0.07114878868456383
G84011,cost_measure,0.09047828895552515,0.06867176885105077,0.2673435532240425,0.1031302701025866
E85040,cost_measure,0.15019898327650663,0.06305963741529136,0.19531262985364645,0.12953169409426285
P84652,cost_measure,0.12124992809182317,0.0691134588978684,0.15656244886816698,0.18898812665218345
E83039,cost_measure,0.11767726060733662,0.0766506440466665,0.19724642628719524,0.14492785977175138
J81002,cost_measure,0.14085855047852372,0.16088653913624273,0.38524040807634263,0.22802270723817794
L84011,cost_measure,0.17919465710376722,0.12390807877140177,0.1477232134378566,0.11276690334523778
J82129,cost_measure,0.2569365152024631,0.29249206599363603,0.16518804594135836,0.13780310854253622
H82025,cost_measure,0.10085142071126771,0.129482828523941,0.19189952169596464,0.04994048499685951
D83067,cost_measure,0.2502861276995535,0.30279220669080986,0.2125396160792104,0.1515064833542989
P87016,cost_measure,0.10261437679270269,0.08117729262197221,0.0873105201424208,0.06285558238788037
Y03035,cost_measure,0.04258044142505852,0.056768475636620415,0.1612699571513185,0.14765141200604814
B85005,cost_measure,0.1970440117382008,0.16453308431580937,0.12593745162852407,0.06249293841201614
J83037,cost_measure,0.05746979572517756,0.06492855275253966,0.17440192644318936,0.11454040839594502
A87005,cost_measure,0.11496027491263862,0.11761055174882981,0.1720472286566603,0.15027750812613275
L81045,cost_measure,0.19662240820301108,0.1642715877350608,0.1267703180702155,0.09335488119807607
M81043,cost_measure,0.16157189190726856,0.1414191927026749,0.11985369863812491,0.10584244786964762
Y00090,cost_measure,0.12392659153907125,0.09720549775274642,0.09645600702953548,0.0607068021758614
P81149,cost_measure,0.26979714200166927,0.25309531408323743,0.18192682769968976,0.1781071846245583
L81071,cost_measure,0.108241413841381,0.01421787550093871,0.06328268047804085,0.05486148715278988
F85004,cost_measure,0.12386310386394246,0.12711962855449907,0.11614755157387106,0.08503689498616024
J83047,cost_measure,0.1684750680863581,0.16149921773377435,0.17946194373151675,0.10816122416419721
A82077,cost_measure,0.21004894390236942,0.26427517739245704,0.44944632046696803,0.31635226448167253
N85014,cost_measure,0.25688362371612283,0.2510428293214532,0.2584362462560206,0.3672880234254078
F81078,cost_measure,0.0826686970148461,0.11355586714383262,0.07480281274312747,0.043389337744426236
B81099,cost_measure,0.289708894409209,0.18777933802337426,0.314674545414467,0.2459084617490185
E87609,cost_measure,0.066931287289547,0.05202827054408783,0.16247735822423368,0.09870335452604213
N81060,cost_measure,0.13501963635133826,0.14035910066328666,0.3458789209997681,0.29813348887589336
P84051,cost_measure,0.4002561951887435,0.1048270736994187,0.11345635995703109,0.11030533528226984
F81057,cost_measure,0.09287786036603489,0.13496228479182576,0.2718724689102764,0.08880361883587473
B86007,cost_measure,0.18979883786029209,0.19739388294718918,0.18111535558494368,0.15872250943845967
L82003,cost_measure,0.14383353934913523,0.1375675212198683,0.31124279498889523,0.25837726473773454
