practice_id,selected_measure_type,b_measures_savings_per_person,measures_savings_per_person,b_lp_spend_per_person,lp_cost_per_person
F82039,cost_measure,0.037229959498079376,0.02701959035934195,0.04561152589184994,0.01854115792625614
F83052,cost_measure,0.061623077234670094,0.09471153693260219,0.23981840728466428,0.20257782532033847
J83609,cost_measure,0.07842196792493823,0.07710621309440581,0.16859845650018318,0.03454918120328469
F85045,cost_measure,0.046500404844616476,0.044902444667490694,0.19869772301997177,0.06797546986229074
F83678,cost_measure,0.0475906071011698,0.04530192614276286,0.5187686585953809,0.5112663230217901
F85064,cost_measure,0.03783621581121021,0.02450626364266304,0.06002526945077468,0.0656776646795177
F86034,cost_measure,0.03823672905776832,0.024576233795588452,0.06550879283627677,0.033123423177986375
J83048,cost_measure,0.034733574429378036,0.007695379369781608,0.05893688198086907,0.041955849607115854
E85726,cost_measure,0.0889506381025876,0.05628165460486693,0.16077087235454238,0.08074375505637865
F82610,cost_measure,0.05900765898023487,0.0352430457369278,0.07529967928863593,0.030346591497409148
M82601,cost_measure,0.1254686157205391,-0.02745587636700679,0.0914283135471115,0.054806593546792695
N85057,cost_measure,0.13943983553609662,0.1316067623322074,0.12801622046525407,0.10119914886201872
C83052,cost_measure,0.15282249855342206,0.007008109607580754,0.09521771124256051,0.023635322391990257
E83668,cost_measure,0.06077792305159644,0.05260532728014139,0.039649857235524055,0.048064500571060306
E85643,cost_measure,0.0372455785342297,0.025701067919226467,0.11122461730039726,0.06228994091719578
D81611,cost_measure,0.03272954241064533,0.01165906063702657,0.13444126107609558,0.04860243456084227
F86013,cost_measure,0.09492067696022392,0.05645705811553532,0.18300198067222154,0.06664534621295229
F86637,cost_measure,0.12841608779798325,0.07740914873697775,0.12131054280121843,0.08003704499454806
E87016,cost_measure,0.053109147061192206,0.03180136937917735,0.10765864123473382,0.07155748100303545
K84001,cost_measure,0.06947382192477347,0.05703867147508019,0.19526833542967484,0.15334870701095682
J83618,cost_measure,0.09719550617705278,0.2980768403936599,0.07664796551124095,0.07062389430950484
A82631,cost_measure,0.45266608061622743,0.42297832934909163,0.13284928893086378,0.16639526254597287
P81695,cost_measure,0.13662977233932924,0.10239421710001594,0.1703721315256455,0.17594710622258367
L81043,cost_measure,0.11148403922400081,0.01535979296139113,0.14124359590505375,0.08397938008579957
E82038,cost_measure,0.07120323652275175,0.0389201281390981,0.06595047208841001,0.062234521609455334
C83024,cost_measure,0.5036973410664419,0.32573687780933763,0.20033191489514127,0.11308565861650885
E83650,cost_measure,0.8217585788478783,0.5741650733101168,0.16998289985252465,0.09913988410059586
K83023,cost_measure,0.055350299952174935,0.03120045541141304,0.2757054720849195,0.2574653791671235
H85077,cost_measure,0.1915540706675317,0.13717906430757776,0.1788457510254868,0.16431913801011783
K83008,cost_measure,0.09112292809856798,0.04540938132333436,0.19025160516795953,0.13857778359604167
M83070,cost_measure,0.13970911910865502,0.0641621522430413,0.28446173768069355,0.23552989355836726
D81061,cost_measure,0.05219019866708364,0.013896350263404246,0.056613776401411034,0.04131647965464075
K84038,cost_measure,0.06363948808475522,-0.0024247024360273596,0.1645403545487912,0.07834128575787284
E84024,cost_measure,0.07580676593454225,0.03615005955280216,0.23754265654511308,0.16562399160193414
K84051,cost_measure,0.19153317824679003,0.16075879639344623,0.13176239249664573,0.1431876103307069
K84037,cost_measure,0.13447386373058293,0.11248918786583893,0.13869751027976662,0.12988139115209918
L82056,cost_measure,0.4334379908977778,0.07967099658102451,0.2970344094923298,0.2213074818213189
K84006,cost_measure,0.3926861733104495,0.38997859113282696,0.10319138744369467,0.11212134333769447
K84052,cost_measure,0.573875263524227,0.5369441779251583,0.17285898728372093,0.14470084069212288
A82030,cost_measure,1.1602593878740717,0.9448859186272079,0.2910899300604915,0.23720482381334126
J83603,cost_measure,1.7198440281060823,1.14192130712059,0.1288379322668921,0.0912771583373694
Y05080,low-priority,0.021679566299670716,2.2893040217804276e-17,0.075380713599263,0.0679464317879154
E85130,low-priority,0.026413775478055162,0.032056215237950554,0.08604526280818463,0.0693689547524539
Y00507,low-priority,0.06183728311736471,0.06565932814400743,0.16613280838532563,0.1375355047540225
P81642,cost_measure,0.1028083069186658,0.027084605023932392,0.05674239657009267,0.05971450590456172
E83600,cost_measure,0.033106267026084664,0.045620144567988796,0.1891643738832804,0.1216928355806218
E85672,cost_measure,0.2511311605516223,0.206407337975825,0.09473313088623474,0.06439571814007787
F84720,cost_measure,0.03274772234122833,0.010787627726788242,0.16493250957890343,0.18507759620986203
E87750,cost_measure,0.0510416923040908,0.04695010879432538,0.2688121135535232,0.18112360070753966
E84647,cost_measure,0.05015615539591649,0.04920264506997509,0.22540266551624155,0.055986715724634796
D81081,cost_measure,0.05490965094965001,0.06906022091361158,0.04451766440014541,0.04264016846317062
A83637,cost_measure,0.07348472203126563,0.06138912124556993,0.19204669339904948,0.13912249290989848
F85036,cost_measure,0.031828308411812216,0.022048374668672967,0.047280829250667324,0.020887742093230216
H85032,cost_measure,0.07625547921532407,0.05926274492471089,0.119900202014108,0.10048323192577896
C82019,cost_measure,0.04120299032318285,0.03178769810243089,0.1873494196059475,0.18198069024796437
A83060,cost_measure,0.0809868592147002,0.1015518361665216,0.8415443600027862,0.9938157792094426
M84617,cost_measure,0.07906930638929822,0.017187148258704193,0.08781120497206003,0.05502253131886487
E85659,cost_measure,0.0851523265993793,0.07530920948629746,0.09227384594722199,0.08237302558576513
F85686,cost_measure,0.1595518036672496,0.13167831595828772,0.07009042263971321,0.06302516414005264
P85602,cost_measure,0.12178008305998347,0.04673237729846164,0.06853403430400769,0.07367641155384866
N84615,cost_measure,0.09467563033298552,0.04753745675751632,0.1143680869802923,0.12101479082196082
N82107,cost_measure,0.17100477345533555,0.1575918544466887,0.13135211471019198,0.1068573730579075
N85643,cost_measure,0.17403787310094262,0.11527257874816667,0.1389409655702726,0.15673226551283137
L81053,cost_measure,0.047704453831552626,0.05530512110434587,0.10433011670452381,0.035592849351836015
P85608,cost_measure,0.1137897161207376,0.2078926299332358,0.28373937753057127,0.09001880245449494
N85634,cost_measure,0.2829317404353727,0.22675839798907624,0.15860546489202423,0.14903391950079914
F85053,cost_measure,0.03658219279788662,0.015481210184432203,0.054260216378250146,0.008896744413182067
P89602,cost_measure,0.10687769175098784,0.08611043227278654,0.11174192860846373,0.0666280388987895
F82053,cost_measure,0.05850408813356174,-0.002052870800424068,0.13166769875158246,0.08121700369208454
E87069,cost_measure,0.12805030924729627,0.09581194913719508,0.054155839564167196,0.07203281825117733
P81184,cost_measure,0.050400472398551575,0.0461248984563934,0.13989714847711646,0.06623700569700278
F81223,cost_measure,0.1007417766675058,0.11225155778503684,0.10634138680274179,0.07973191074745417
F86064,cost_measure,0.10355602039367245,0.07048133008956164,0.2220153255162756,0.044989021487646934
B85620,cost_measure,0.2139369618816974,0.02001482723955665,0.2261016861114932,0.13765960032638744
H81103,cost_measure,0.045164551187165024,0.07108871594260317,0.2515643806503715,0.32425345571022607
F85666,cost_measure,0.054159194151958426,0.04023390248255907,0.24155607983545363,0.031074396633151508
K84003,cost_measure,0.06428677798131081,0.06358886171548757,0.19274306861955595,0.19412620971122235
E85693,cost_measure,0.050625573112192165,0.06868211657925416,0.1548412550287017,0.08350570579677034
D82100,cost_measure,0.08077619260986434,0.1041265260673484,0.06437695768032994,0.06289950231252964
L81095,cost_measure,0.049793738362776764,0.02516075909350375,0.08803174884722767,0.06427552243290025
F85654,cost_measure,0.09065131690074939,0.047421109406238775,0.0968474452865427,0.03407802075873934
E85075,cost_measure,0.08691481827815435,0.07006534881575925,0.06092149181765988,0.0911076600600609
P85612,cost_measure,0.15415872795557434,0.13454542181350854,0.20550089261409663,0.1442011314499115
L84070,cost_measure,0.07610229292070718,0.11141230039206887,0.114227984260737,0.12567203017543044
L84072,cost_measure,0.1361466497206212,0.11347869701682713,0.500393184857024,0.4889678056719295
E85129,cost_measure,0.059010871156158225,0.050777804997072844,0.185772515157126,0.15876543149005487
E86027,cost_measure,0.040647974916145004,0.03891760747389813,0.11867363009852837,0.10902975235894409
E86005,cost_measure,0.07640734501573508,0.052558551311406465,0.1367947491206485,0.14585528794637476
H84619,cost_measure,0.031129525873176887,-0.0010377933551230455,0.05403826763052598,0.06689332439578793
L84003,cost_measure,0.04079554255395911,0.037897132405466986,0.08812199396012159,0.09076023565025576
G85030,cost_measure,0.05104718073361438,0.03560435058674266,0.11686233497262394,0.04062175665538222
H85078,cost_measure,0.09387466482173387,0.10144625944607125,0.1947089632238938,0.11885889603409412
F86008,cost_measure,0.04073343627273483,0.05421520599573642,0.11567621528058905,0.060172670045978614
J83615,cost_measure,0.10767691428513193,0.05336940491878344,0.17280090221182084,0.1832868651876556
G82170,cost_measure,0.21774831040102322,0.18437742667712032,0.1110540602259509,0.1255360783652909
G81040,cost_measure,0.2160406398642557,0.11467302146936822,0.3793293679959821,0.11395463160090519
F84686,cost_measure,0.10773641259318058,0.09321244224307874,0.08357214963828259,0.04642904180070526
F81072,cost_measure,0.04220673033995998,0.03954729237734161,0.09143937641131987,0.03713920429099868
F86691,cost_measure,0.03986177458506627,0.09094987643764252,0.1306327147702938,0.07162219780567387
G82696,cost_measure,0.14812989179001887,0.06145498815332358,0.12507137185679634,0.07446552243494516
F81739,cost_measure,0.05449444831468524,0.024284946745081654,0.1723911065014037,0.12558345142168542
F84062,cost_measure,0.05321469259481216,0.04193980308643596,0.17680214855655244,0.16946703789376655
C83614,cost_measure,0.10217732249430377,0.13594731832858079,0.12068409912694927,0.1428690275424433
H81111,cost_measure,0.10366462866710852,0.03193566277025496,0.1775209929103817,0.20257072018726535
K82011,cost_measure,0.06988935416143173,0.05303229754393241,0.35169060097035026,0.3074992978879436
G82026,cost_measure,0.1045467604974923,0.12819662540568272,0.14339815937269065,0.12942065506216718
C88051,cost_measure,0.0762038676421295,0.09111558363862228,0.16922238277335386,0.11953825034489501
G82049,cost_measure,0.1139125832872928,0.06827529226834082,0.17291885107698785,0.17184957321249644
J82156,cost_measure,0.08079398625800747,0.056634917505370384,0.22822481342276799,0.18653765926471758
M84046,cost_measure,0.05986826751377878,0.06467291340629833,0.3213354204360143,0.26361415365140894
D83062,cost_measure,0.04883175833868388,0.04095110498284667,0.10958384262758807,0.07660010878902798
G83046,cost_measure,0.06860915220597592,0.061315806555245315,0.17991051657652332,0.20533014080903758
L81084,cost_measure,0.06520572798195119,0.08008075628316508,0.11987928849838703,0.042358992867618996
F83011,cost_measure,0.0792852538110852,0.03129678913659562,0.338716170555813,0.18254661150678003
D81633,cost_measure,0.033749351416787005,0.0172967369689116,0.08320273958294018,0.10073809418763013
K83616,cost_measure,0.09216122786078276,0.05835845026368809,0.08008694778599493,0.06723488410350179
H84043,cost_measure,0.07500542043808886,0.014863241049224098,0.14579726425419504,0.13537050593793898
L84080,cost_measure,0.10987222549642227,0.0891210296334337,0.07130565287360528,0.12808267562563017
M84061,cost_measure,0.09247557340650484,0.08858298771882836,0.3525461842887623,0.13333409994010167
Y00058,cost_measure,0.02661470021165434,0.06969805607570537,0.03855504967600715,0.021769354241198524
E85125,cost_measure,0.10885493924906142,0.04651614585464207,0.17148103138587953,0.1405275257486379
C81611,cost_measure,0.24504559637637321,0.10843225004884244,0.2250796290019655,0.10998851140957233
F86641,cost_measure,0.05525593129820842,0.031045652840442802,0.3949948957493913,0.42372870023627773
H85092,cost_measure,0.08108865663647528,0.09181561158916857,0.11956441900844947,0.0894991403967891
P91035,cost_measure,0.04726090176404345,0.02277498123088202,0.09113336418848153,0.08236833754120233
K84012,cost_measure,0.10400433726409594,0.1303589440227538,0.08905743652698792,0.06014308819828036
P89029,cost_measure,0.07211389424795867,0.0554687930632135,0.20107553817687196,0.18359500602938214
M81024,cost_measure,0.15696435624118796,0.138793777841975,0.1494548444328655,0.12787467230858435
G82139,cost_measure,0.3184776864398856,0.16199934911136404,0.16797946293254604,0.15919832121983438
F85684,cost_measure,0.15308598507927146,0.06326364347797897,0.06182102405651828,0.014107893922295335
A89024,cost_measure,0.07255160111912513,0.05586257548332457,0.10616205152773561,0.07898966352962249
F85642,cost_measure,0.07365933821336355,0.053634771383851775,0.19488873860119282,0.08771417031574001
K81018,cost_measure,0.04384826613037271,0.019080555344234685,0.23130029975264962,0.20445288591519742
P91026,cost_measure,0.1492857421755181,0.14093911224052189,0.2073173601843178,0.30807734278859905
F82019,cost_measure,0.09638492267859712,0.056323522657378604,0.23639598746141893,0.16367733303077125
K81059,cost_measure,0.03512480470970142,0.029967502851800512,0.13644733662552586,0.08727218478437809
