practice_id,wave,method,contactable,sent,delivery_success,hits
F83045,3,e,1,1,1,0
F83057,3,e,1,1,1,0
F83060,3,e,1,1,1,0
F83682,3,e,1,1,1,0
F84047,3,e,1,1,1,0
F84079,3,e,1,1,1,0
F84111,3,e,1,1,1,0
F84122,3,e,0,0,,0
F84640,3,e,1,1,1,0
F84657,3,e,1,1,1,0
F84669,3,e,1,1,1,0
F85010,3,e,1,1,1,0
F85016,3,e,1,1,1,0
F85017,3,e,1,1,1,0
F85064,3,e,1,1,1,0
F85072,3,e,1,1,1,0
F85663,3,e,1,1,1,1
F85678,3,e,1,1,1,0
F86005,3,e,1,1,1,0
F86008,3,e,1,1,1,0
F86010,3,e,1,1,1,0
F86020,3,e,1,1,1,0
F86083,3,e,1,1,1,0
F86085,3,e,1,1,1,0
F86616,3,e,1,0,,0
F86652,3,e,1,1,1,0
F86731,3,e,1,1,1,0
G81035,3,e,1,1,1,0
G81042,3,e,1,1,1,0
G81043,3,e,1,1,1,0
G81054,3,e,1,1,1,0
G81103,3,e,1,1,1,0
G81614,3,e,1,1,1,0
G81646,3,e,1,1,1,0
G82018,3,e,1,1,1,0
G82022,3,e,1,1,1,0
G82025,3,e,1,1,1,0
G82026,3,e,1,1,1,0
G82044,3,e,1,1,1,0
G82055,3,e,1,1,1,0
G82088,3,e,1,1,1,2
G82142,3,e,1,1,1,3
G82161,3,e,1,1,1,0
G82203,3,e,1,1,1,0
G82204,3,e,1,1,1,0
G82232,3,e,1,1,1,0
G82233,3,e,1,1,1,0
G82622,3,e,1,1,1,0
G82653,3,e,1,1,1,0
G82690,3,e,1,1,1,0
G82888,3,e,1,1,1,0
G83022,3,e,1,1,1,0
G83034,3,e,1,1,1,0
G83046,3,e,1,1,1,0
G83064,3,e,1,1,1,0
G84008,3,e,1,1,1,0
G84020,3,e,1,1,1,0
G85053,3,e,1,1,1,1
G85055,3,e,1,1,1,0
G85105,3,e,1,1,1,1
G85674,3,e,1,1,1,0
H81043,3,e,1,1,1,0
H81058,3,e,1,1,1,0
H81065,3,e,1,1,1,0
H81103,3,e,1,1,1,0
H81104,3,e,1,1,1,0
H81133,3,e,1,1,1,0
H82008,3,e,1,1,1,0
H82012,3,e,1,1,1,0
H82013,3,e,1,1,0,0
H82043,3,e,1,1,1,0
H82056,3,e,1,1,1,0
H82059,3,e,1,1,1,0
H82089,3,e,1,1,1,0
H82092,3,e,1,0,,0
H84031,3,e,1,1,1,0
H84608,3,e,1,1,1,1
H85009,3,e,1,1,1,0
H85019,3,e,1,1,1,0
H85020,3,e,1,1,1,0
H85024,3,e,1,1,1,0
H85045,3,e,1,1,1,0
H85637,3,e,1,1,1,0
J81058,3,e,1,1,1,0
J82008,3,e,1,0,,0
J82034,3,e,1,1,1,0
J82049,3,e,1,1,1,1
J82074,3,e,1,1,1,0
J82076,3,e,1,1,1,0
J82112,3,e,1,1,1,0
J82129,3,e,1,1,1,0
J82150,3,e,1,1,1,0
J82169,3,e,1,1,1,0
J82207,3,e,1,1,1,0
J83007,3,e,1,1,1,0
J83018,3,e,1,1,1,0
J83022,3,e,1,1,1,0
J83031,3,e,1,1,1,0
J83049,3,e,1,1,1,0
J83601,3,e,1,1,1,0
J83615,3,e,1,1,1,0
J83618,3,e,1,1,1,0
J83645,3,e,1,1,1,0
J84017,3,e,1,1,1,0
K81039,3,e,1,1,1,0
K82078,3,e,1,1,1,0
K83068,3,e,1,1,1,0
K84001,3,e,1,1,1,0
K84006,3,e,1,1,1,0
K84008,3,e,1,1,1,0
K84017,3,e,1,1,1,0
K84033,3,e,1,1,1,0
K84046,3,e,1,1,1,1
K84080,3,e,1,1,1,0
L81008,3,e,1,1,1,0
L81013,3,e,1,1,1,0
L81020,3,e,1,1,1,1
L81043,3,e,1,1,1,0
L81045,3,e,1,1,1,2
L81046,3,e,1,1,1,0
L81049,3,e,1,1,1,0
L81095,3,e,1,1,1,0
L81127,3,e,1,1,1,0
L82035,3,e,1,1,1,0
L82050,3,e,1,1,1,0
L82052,3,e,1,1,1,0
L82068,3,e,1,1,1,0
L83046,3,e,1,1,1,0
L83094,3,e,1,1,1,0
L83130,3,e,1,1,1,0
L84015,3,e,1,1,1,0
L84025,3,e,1,1,1,0
L84051,3,e,1,1,1,0
L84057,3,e,1,1,0,0
L84063,3,e,1,1,1,0
L84072,3,e,1,1,1,0
M81006,3,e,1,1,0,0
M81034,3,e,1,1,1,0
M81067,3,e,1,1,1,0
M81072,3,e,1,1,1,0
M82041,3,e,1,1,1,0
M83015,3,e,1,1,1,0
M83074,3,e,1,1,1,0
M83619,3,e,1,1,1,0
M84021,3,e,1,1,1,0
M84031,3,e,1,1,1,0
M84043,3,e,1,1,1,0
M84061,3,e,1,1,1,0
M84615,3,e,0,0,,0
M85028,3,e,1,1,1,0
M85047,3,e,0,0,,0
M85124,3,e,1,1,1,0
M86007,3,e,1,1,1,0
N81031,3,e,1,1,1,0
N81082,3,e,1,1,1,0
N81607,3,e,1,1,1,0
N82024,3,e,1,1,1,0
N82107,3,e,0,0,,0
N83009,3,e,1,1,1,0
N84627,3,e,1,1,1,0
N85007,3,e,1,1,1,0
N85012,3,e,1,1,1,0
N85028,3,e,1,1,1,0
N85053,3,e,1,1,1,0
N85057,3,e,1,1,1,0
N85643,3,e,0,0,,0
P81059,3,e,1,1,1,0
P81177,3,e,1,1,1,0
P81620,3,e,1,1,1,0
P81674,3,e,1,1,1,0
P81689,3,e,1,1,1,0
P82643,3,e,1,1,1,0
P84027,3,e,1,1,1,0
P84052,3,e,1,1,1,0
P84684,3,e,1,1,1,0
P85608,3,e,1,1,1,0
P85612,3,e,1,1,1,0
P85615,3,e,1,1,1,1
P86620,3,e,1,1,0,0
P87026,3,e,1,1,1,0
P87634,3,e,1,1,1,0
P91009,3,e,1,1,1,0
P91011,3,e,1,1,1,0
P91026,3,e,1,1,1,1
P91029,3,e,1,1,1,0
P91623,3,e,1,1,1,0
P92633,3,e,1,1,1,0
Y00316,3,e,1,1,1,0
Y00328,3,e,1,1,1,0
Y00507,3,e,1,1,1,0
Y00969,3,e,1,1,1,0
Y01011,3,e,1,1,1,0
Y01132,3,e,1,1,1,0
Y01206,3,e,1,1,1,0
Y01291,3,e,1,1,1,0
Y02506,3,e,1,1,1,0
Y02589,3,e,1,1,1,0
Y02811,3,e,1,1,1,0
Y03035,3,e,1,1,1,2
Y03664,3,e,1,1,1,0
A81016,1,f,1,1,1,0
A81030,1,f,1,1,1,0
A82074,1,f,1,1,1,0
A82617,1,f,1,1,1,0
A83050,1,f,1,1,1,0
A83060,1,f,1,1,1,0
A84007,1,f,1,1,1,0
A86020,1,f,1,1,1,0
A89007,1,f,1,1,1,0
A89013,1,f,0,1,1,0
A89026,1,f,1,1,1,0
B81099,1,f,1,1,1,0
B81656,1,f,1,1,1,1
B82022,1,f,1,1,1,0
B82046,1,f,1,1,1,0
B82622,1,f,1,1,1,0
B83056,1,f,1,1,1,0
B86007,1,f,1,1,1,0
B86064,1,f,1,1,1,0
C81021,1,f,1,1,1,0
C81028,1,f,1,1,1,0
C81035,1,f,1,1,1,0
C82029,1,f,1,1,1,0
C82042,1,f,1,1,1,0
C82051,1,f,1,1,1,0
C82077,1,f,1,1,0,0
C82650,1,f,1,1,1,0
C82678,1,f,1,1,1,0
C83010,1,f,1,1,1,0
C83020,1,f,1,1,1,0
C83024,1,f,1,1,1,0
C83036,1,f,1,1,1,0
C83038,1,f,1,1,1,0
C83052,1,f,1,1,1,0
C83055,1,f,1,1,1,0
C83061,1,f,1,1,1,0
C83062,1,f,1,1,1,0
C83074,1,f,1,1,1,0
C87608,1,f,1,1,1,0
C88019,1,f,1,1,1,0
C88022,1,f,0,1,1,0
C88051,1,f,1,1,1,0
C88076,1,f,1,1,1,1
D81002,1,f,1,1,1,0
D81004,1,f,1,1,1,0
D81008,1,f,1,1,0,0
D81028,1,f,0,1,1,0
D81031,1,f,1,1,1,0
D81039,1,f,1,1,1,0
D81040,1,f,1,1,1,0
D81044,1,f,1,1,1,0
D81045,1,f,1,1,1,0
D81046,1,f,1,1,1,0
D81050,1,f,1,1,1,0
D81051,1,f,1,1,1,0
D81066,1,f,1,1,1,0
D81081,1,f,1,1,1,0
D81086,1,f,1,1,1,0
D81612,1,f,1,1,1,0
D81619,1,f,1,1,1,0
D82012,1,f,1,1,1,0
D82020,1,f,1,1,0,0
D82030,1,f,1,1,1,0
D82034,1,f,1,1,1,1
D82038,1,f,1,1,1,0
D82039,1,f,1,1,1,0
D82065,1,f,1,1,1,0
D82070,1,f,1,1,1,0
D82071,1,f,1,1,1,0
D82072,1,f,1,1,1,0
D82076,1,f,1,1,1,0
D82079,1,f,1,1,1,0
D82085,1,f,1,1,1,0
D83006,1,f,1,1,1,0
D83020,1,f,1,1,1,0
D83037,1,f,1,1,1,0
D83062,1,f,1,1,0,0
D83067,1,f,1,1,1,0
D83078,1,f,1,1,1,0
D83079,1,f,1,1,1,0
D83615,1,f,1,1,1,0
E81632,1,f,0,1,1,0
E82008,1,f,1,1,0,0
E82015,1,f,1,1,1,0
E82049,1,f,1,1,1,0
E82077,1,f,1,1,1,0
E82090,1,f,1,1,1,0
E83024,1,f,1,1,1,0
E83026,1,f,1,1,1,0
E83037,1,f,1,1,1,0
E83039,1,f,1,1,1,0
E83053,1,f,1,1,1,0
E83638,1,f,1,1,0,0
E83649,1,f,1,1,1,0
E84012,1,f,1,1,1,0
E84013,1,f,1,1,1,0
E84024,1,f,1,1,1,0
E84030,1,f,1,1,0,0
E84036,1,f,1,1,1,0
E84080,1,f,1,1,1,0
E84658,1,f,1,1,1,0
E84669,1,f,1,1,1,0
E84693,1,f,1,1,1,0
E84696,1,f,1,1,1,0
E84713,1,f,1,1,1,0
E85021,1,f,1,1,1,1
E85026,1,f,1,1,1,0
E85038,1,f,1,1,1,0
E85040,1,f,1,1,1,0
E85054,1,f,1,1,1,0
E85074,1,f,1,1,1,0
E85075,1,f,1,1,1,1
E85088,1,f,1,1,1,0
E85099,1,f,1,1,1,0
E85693,1,f,1,1,1,0
E85745,1,f,1,1,1,0
E86005,1,f,1,1,1,0
E86007,1,f,1,1,1,0
E87013,1,f,1,1,1,0
E87045,1,f,1,1,1,0
E87069,1,f,1,1,1,0
E87733,1,f,1,1,1,0
E87741,1,f,1,1,1,0
E87754,1,f,1,1,1,0
F81001,1,f,1,1,1,0
F81017,1,f,1,1,1,0
F81030,1,f,1,1,1,0
F81036,1,f,1,1,1,0
F81037,1,f,1,1,1,0
F81040,1,f,1,1,1,0
F81048,1,f,1,1,1,0
F81062,1,f,1,1,0,0
F81070,1,f,1,1,1,0
F81072,1,f,1,1,1,0
F81074,1,f,1,1,1,0
F81104,1,f,1,1,1,0
F81112,1,f,1,1,1,0
F81123,1,f,1,1,1,0
F81127,1,f,1,1,1,0
F81147,1,f,1,1,1,0
F81212,1,f,1,1,1,0
F81221,1,f,1,1,1,0
F81223,1,f,1,1,1,0
F81622,1,f,1,1,1,0
F81740,1,f,1,1,1,0
F82006,1,f,1,1,1,0
F82007,1,f,1,1,1,0
F82008,1,f,1,1,1,0
F82018,1,f,1,1,1,0
F82042,1,f,1,1,1,0
F82619,1,f,1,1,1,0
F82648,1,f,1,1,1,0
F82671,1,f,1,1,1,0
F83008,1,f,1,1,1,0
F83023,1,f,1,1,1,0
F83039,1,f,1,1,1,0
F83045,1,f,1,1,1,0
F83057,1,f,1,1,1,0
F83060,1,f,1,1,1,0
F83682,1,f,1,1,1,0
F84047,1,f,1,1,1,0
F84079,1,f,1,1,1,0
F84111,1,f,1,1,0,0
F84122,1,f,0,1,1,0
F84640,1,f,1,1,1,0
F84657,1,f,1,1,1,0
F84669,1,f,1,1,1,0
F85010,1,f,1,1,1,0
F85016,1,f,1,1,1,0
F85017,1,f,1,1,0,0
F85064,1,f,1,1,1,0
F85072,1,f,1,1,1,0
F85663,1,f,1,1,1,0
F85678,1,f,1,1,1,0
F86005,1,f,1,1,1,0
F86008,1,f,1,1,1,0
F86010,1,f,1,1,1,0
F86020,1,f,1,1,1,0
F86083,1,f,1,1,1,0
F86085,1,f,1,1,1,0
F86616,1,f,1,1,1,0
F86652,1,f,1,1,1,0
F86731,1,f,1,1,1,0
G81035,1,f,1,1,1,0
G81042,1,f,1,1,1,0
G81043,1,f,1,1,1,0
G81054,1,f,1,1,1,0
G81103,1,f,1,1,1,0
G81614,1,f,1,1,1,0
G81646,1,f,1,1,1,0
G82018,1,f,1,1,1,0
G82022,1,f,1,1,1,0
G82025,1,f,1,1,1,0
G82026,1,f,1,1,1,0
G82044,1,f,1,1,1,0
G82055,1,f,1,1,1,0
G82088,1,f,1,1,1,0
G82142,1,f,1,1,0,0
G82161,1,f,1,1,1,1
G82203,1,f,1,1,1,0
G82204,1,f,1,1,1,0
G82232,1,f,1,1,1,0
G82233,1,f,1,1,1,0
G82622,1,f,1,1,1,0
G82653,1,f,1,1,1,0
G82690,1,f,1,1,1,0
G82888,1,f,1,1,1,0
G83022,1,f,1,1,1,0
G83034,1,f,1,1,1,0
G83046,1,f,1,1,1,0
G83064,1,f,1,1,1,0
G84008,1,f,1,1,1,0
G84020,1,f,1,1,1,0
G85053,1,f,1,1,1,0
G85055,1,f,1,1,1,0
G85105,1,f,1,1,1,0
G85674,1,f,1,1,1,0
H81043,1,f,1,1,1,0
H81058,1,f,1,1,1,0
H81065,1,f,1,1,1,0
H81103,1,f,1,1,1,0
H81104,1,f,1,1,1,0
H81133,1,f,1,1,1,0
H82008,1,f,1,1,1,0
H82012,1,f,1,1,1,0
H82013,1,f,1,1,1,0
H82043,1,f,1,1,1,0
H82056,1,f,1,1,1,1
H82059,1,f,1,1,1,1
H82089,1,f,1,1,1,0
H82092,1,f,1,1,1,0
H84031,1,f,1,1,1,0
H84608,1,f,1,1,1,0
H85009,1,f,1,1,1,0
H85019,1,f,1,1,1,0
H85020,1,f,1,0,,0
H85024,1,f,1,1,1,0
H85045,1,f,1,1,1,0
H85637,1,f,1,1,1,0
J81058,1,f,1,1,1,0
J82008,1,f,1,1,1,0
J82034,1,f,1,1,1,0
J82049,1,f,1,1,1,0
J82074,1,f,1,1,1,0
J82076,1,f,1,1,1,0
J82112,1,f,1,1,1,0
J82129,1,f,1,1,1,0
J82150,1,f,1,1,1,0
J82169,1,f,1,1,1,0
J82207,1,f,1,1,1,0
J83007,1,f,1,1,1,1
J83018,1,f,1,1,1,0
J83022,1,f,1,1,1,0
J83031,1,f,1,1,1,0
J83049,1,f,1,1,1,0
J83601,1,f,1,1,1,0
J83615,1,f,1,1,1,0
J83618,1,f,1,1,1,0
J83645,1,f,1,1,1,0
J84017,1,f,1,1,1,0
K81039,1,f,1,1,1,0
K82078,1,f,1,1,1,0
K83068,1,f,1,1,1,0
K84001,1,f,1,1,1,0
K84006,1,f,1,1,1,0
K84008,1,f,1,1,1,0
K84017,1,f,1,1,1,0
K84033,1,f,1,1,1,0
K84046,1,f,1,1,1,0
K84080,1,f,1,1,1,0
L81008,1,f,1,1,1,0
L81013,1,f,1,1,1,0
L81020,1,f,1,1,1,0
L81043,1,f,1,1,1,0
L81045,1,f,1,1,0,0
L81046,1,f,1,1,1,0
L81049,1,f,1,1,1,0
L81095,1,f,1,1,1,0
L81127,1,f,1,1,1,0
L82035,1,f,1,1,1,0
L82050,1,f,1,1,1,0
L82052,1,f,1,1,0,0
L82068,1,f,1,1,1,0
L83046,1,f,1,1,1,0
L83094,1,f,1,1,1,0
L83130,1,f,1,1,1,0
L84015,1,f,1,1,1,0
L84025,1,f,1,1,1,0
L84051,1,f,1,1,1,0
L84057,1,f,1,1,1,0
L84063,1,f,1,1,1,0
L84072,1,f,1,1,1,0
M81006,1,f,1,1,1,0
M81034,1,f,1,1,1,0
M81067,1,f,1,1,1,0
M81072,1,f,1,1,1,0
M82041,1,f,1,1,1,0
M83015,1,f,1,1,1,0
M83074,1,f,1,1,1,0
M83619,1,f,1,1,1,0
M84021,1,f,1,1,1,0
M84031,1,f,1,1,1,0
M84043,1,f,1,1,1,0
M84061,1,f,1,1,1,0
M84615,1,f,0,1,1,0
M85028,1,f,1,1,1,0
M85047,1,f,0,1,1,0
M85124,1,f,1,1,1,0
M86007,1,f,1,1,1,0
N81031,1,f,1,1,1,0
N81082,1,f,1,1,1,0
N81607,1,f,1,1,1,0
N82024,1,f,1,1,1,0
N82107,1,f,0,1,1,0
N83009,1,f,1,1,1,0
N84627,1,f,1,1,1,0
N85007,1,f,1,1,1,1
N85012,1,f,1,1,1,0
N85028,1,f,1,1,1,0
N85053,1,f,1,1,1,0
N85057,1,f,1,1,1,0
N85643,1,f,0,1,1,0
P81059,1,f,1,1,1,0
P81177,1,f,1,1,1,0
P81620,1,f,1,1,1,0
P81674,1,f,1,1,1,0
P81689,1,f,1,1,1,0
P82643,1,f,1,1,1,0
P84027,1,f,1,1,1,0
P84052,1,f,1,1,1,0
P84684,1,f,1,1,1,0
P85608,1,f,1,1,1,0
P85612,1,f,1,1,1,0
P85615,1,f,1,1,1,0
P86620,1,f,1,1,1,0
P87026,1,f,1,1,1,0
P87634,1,f,1,1,1,0
P91009,1,f,1,1,1,0
P91011,1,f,1,1,1,0
P91026,1,f,1,1,1,0
P91029,1,f,1,1,1,0
P91623,1,f,1,1,1,0
P92633,1,f,1,1,1,0
Y00316,1,f,1,1,1,0
Y00328,1,f,1,1,1,0
Y00507,1,f,1,1,1,0
Y00969,1,f,1,1,1,0
Y01011,1,f,1,1,1,0
Y01132,1,f,1,1,1,0
Y01206,1,f,1,1,1,0
Y01291,1,f,1,1,1,0
Y02506,1,f,1,1,1,3
Y02589,1,f,1,1,1,0
Y02811,1,f,1,1,1,0
Y03035,1,f,1,1,1,0
Y03664,1,f,1,1,1,0
A81016,2,f,1,1,1,0
A81030,2,f,1,1,1,0
A82074,2,f,1,1,1,0
A82617,2,f,1,1,1,0
A83050,2,f,1,1,1,0
A83060,2,f,1,1,1,0
A84007,2,f,1,1,1,0
A86020,2,f,1,1,1,0
A89007,2,f,1,1,1,0
A89013,2,f,0,1,1,0
A89026,2,f,1,1,1,0
B81099,2,f,1,1,1,2
B81656,2,f,1,1,1,0
B82022,2,f,1,1,1,0
B82046,2,f,1,1,1,0
B82622,2,f,1,1,1,0
B83056,2,f,1,1,1,0
B86007,2,f,1,1,1,0
B86064,2,f,1,1,1,0
C81021,2,f,1,1,1,0
C81028,2,f,1,1,1,0
C81035,2,f,1,1,0,0
C82029,2,f,1,1,1,0
C82042,2,f,1,1,1,0
C82051,2,f,1,1,1,0
C82077,2,f,1,1,1,1
C82650,2,f,1,1,1,0
C82678,2,f,1,1,1,0
C83010,2,f,1,1,1,0
C83020,2,f,1,1,1,0
C83024,2,f,1,1,1,0
C83036,2,f,1,1,1,0
C83038,2,f,1,1,1,0
C83052,2,f,1,1,1,0
C83055,2,f,1,1,1,0
C83061,2,f,1,1,1,0
C83062,2,f,1,1,1,0
C83074,2,f,1,1,1,0
C87608,2,f,1,1,1,0
C88019,2,f,1,1,1,0
C88022,2,f,0,1,1,0
C88051,2,f,1,1,1,0
C88076,2,f,1,1,1,0
D81002,2,f,1,1,1,0
D81004,2,f,1,1,1,0
D81008,2,f,1,1,0,0
D81028,2,f,0,1,1,0
D81031,2,f,1,1,1,0
D81039,2,f,1,1,1,0
D81040,2,f,1,1,1,0
D81044,2,f,1,1,1,0
D81045,2,f,1,1,1,0
D81046,2,f,1,1,1,0
D81050,2,f,1,1,1,0
D81051,2,f,1,1,1,0
D81066,2,f,1,1,1,0
D81081,2,f,1,1,1,0
D81086,2,f,1,1,1,0
D81612,2,f,1,1,1,0
D81619,2,f,1,1,1,0
D82012,2,f,1,1,1,0
D82020,2,f,1,1,0,0
D82030,2,f,1,1,1,0
D82034,2,f,1,1,1,0
D82038,2,f,1,1,1,0
D82039,2,f,1,1,1,0
D82065,2,f,1,1,1,0
D82070,2,f,1,1,1,0
D82071,2,f,1,1,1,0
D82072,2,f,1,1,1,0
D82076,2,f,1,1,1,0
D82079,2,f,1,1,1,0
D82085,2,f,1,1,1,0
D83006,2,f,1,1,1,0
D83020,2,f,1,1,1,0
D83037,2,f,1,1,1,0
D83062,2,f,1,1,0,0
D83067,2,f,1,1,1,0
D83078,2,f,1,1,1,0
D83079,2,f,1,1,1,0
D83615,2,f,1,1,1,0
E81632,2,f,0,1,1,0
E82008,2,f,1,1,0,0
E82015,2,f,1,1,1,0
E82049,2,f,1,1,1,0
E82077,2,f,1,1,1,0
E82090,2,f,1,1,1,0
E83024,2,f,1,1,1,0
E83026,2,f,1,1,1,0
E83037,2,f,1,1,1,0
E83039,2,f,1,1,1,0
E83053,2,f,1,1,1,0
E83638,2,f,1,1,0,0
E83649,2,f,1,1,0,0
E84012,2,f,1,1,1,0
E84013,2,f,1,1,1,0
E84024,2,f,1,1,1,0
E84030,2,f,1,1,0,0
E84036,2,f,1,1,1,0
E84080,2,f,1,1,1,0
E84658,2,f,1,1,1,0
E84669,2,f,1,1,1,0
E84693,2,f,1,1,1,0
E84696,2,f,1,1,1,0
E84713,2,f,1,1,1,0
E85021,2,f,1,1,1,0
E85026,2,f,1,1,1,0
E85038,2,f,1,1,1,0
E85040,2,f,1,1,1,0
E85054,2,f,1,1,1,0
E85074,2,f,1,1,1,0
E85075,2,f,1,1,1,1
E85088,2,f,1,1,1,0
E85099,2,f,1,1,1,0
E85693,2,f,1,1,1,0
E85745,2,f,1,1,1,0
E86005,2,f,1,1,1,0
E86007,2,f,1,1,1,0
E87013,2,f,1,1,1,0
E87045,2,f,1,1,1,0
E87069,2,f,1,1,1,0
E87733,2,f,1,1,1,0
E87741,2,f,1,1,1,0
E87754,2,f,1,1,1,0
F81001,2,f,1,1,1,0
F81017,2,f,1,1,1,0
F81030,2,f,1,0,,0
F81036,2,f,1,1,1,0
F81037,2,f,1,1,1,0
F81040,2,f,1,1,1,0
F81048,2,f,1,1,1,0
F81062,2,f,1,1,0,0
F81070,2,f,1,1,1,0
F81072,2,f,1,1,1,0
F81074,2,f,1,1,0,0
F81104,2,f,1,1,1,0
F81112,2,f,1,1,1,0
F81123,2,f,1,1,1,0
F81127,2,f,1,1,1,0
F81147,2,f,1,1,1,0
F81212,2,f,1,1,1,0
F81221,2,f,1,1,1,0
F81223,2,f,1,1,1,0
F81622,2,f,1,1,1,0
F81740,2,f,1,1,1,0
F82006,2,f,1,1,1,0
F82007,2,f,1,1,1,0
F82008,2,f,1,1,1,0
F82018,2,f,1,1,1,0
F82042,2,f,1,1,1,0
F82619,2,f,1,1,1,0
F82648,2,f,1,1,1,0
F82671,2,f,1,1,1,0
F83008,2,f,1,1,1,0
F83023,2,f,1,1,1,0
F83039,2,f,1,1,1,0
F83045,2,f,1,1,1,0
F83057,2,f,1,1,1,0
F83060,2,f,1,1,1,0
F83682,2,f,1,1,1,0
F84047,2,f,1,1,1,0
F84079,2,f,1,1,1,0
F84111,2,f,1,1,0,0
F84122,2,f,0,1,1,0
F84640,2,f,1,1,1,0
F84657,2,f,1,1,1,0
F84669,2,f,1,1,1,0
F85010,2,f,1,1,1,0
F85016,2,f,1,1,1,0
F85017,2,f,1,1,1,0
F85064,2,f,1,1,1,0
F85072,2,f,1,1,0,0
F85663,2,f,1,1,1,0
F85678,2,f,1,1,1,0
F86005,2,f,1,1,1,0
F86008,2,f,1,1,1,0
F86010,2,f,1,1,1,0
F86020,2,f,1,1,1,0
F86083,2,f,1,1,1,0
F86085,2,f,1,1,1,0
F86616,2,f,1,1,1,0
F86652,2,f,1,1,1,0
F86731,2,f,1,1,1,0
G81035,2,f,1,1,1,0
G81042,2,f,1,1,1,0
G81043,2,f,1,1,1,0
G81054,2,f,1,1,1,0
G81103,2,f,1,1,1,0
G81614,2,f,1,1,1,0
G81646,2,f,1,1,1,0
G82018,2,f,1,1,1,0
G82022,2,f,1,1,1,0
G82025,2,f,1,1,1,0
G82026,2,f,1,1,1,0
G82044,2,f,1,1,1,2
G82055,2,f,1,1,1,0
G82088,2,f,1,1,1,0
G82142,2,f,1,1,1,0
G82161,2,f,1,1,1,0
G82203,2,f,1,1,1,0
G82204,2,f,1,1,1,0
G82232,2,f,1,1,1,0
G82233,2,f,1,1,1,0
G82622,2,f,1,1,1,0
G82653,2,f,1,1,1,0
G82690,2,f,1,1,1,0
G82888,2,f,1,1,1,0
G83022,2,f,1,1,1,0
G83034,2,f,1,1,1,0
G83046,2,f,1,1,1,0
G83064,2,f,1,1,1,0
G84008,2,f,1,1,1,0
G84020,2,f,1,1,1,0
G85053,2,f,1,1,1,0
G85055,2,f,1,1,1,0
G85105,2,f,1,1,1,0
G85674,2,f,1,1,1,0
H81043,2,f,1,1,1,0
H81058,2,f,1,1,1,0
H81065,2,f,1,1,1,0
H81103,2,f,1,1,1,0
H81104,2,f,1,1,1,0
H81133,2,f,1,1,1,0
H82008,2,f,1,1,1,0
H82012,2,f,1,1,1,0
H82013,2,f,1,1,1,0
H82043,2,f,1,1,1,0
H82056,2,f,1,1,1,0
H82059,2,f,1,1,1,0
H82089,2,f,1,1,1,0
H82092,2,f,1,0,,0
H84031,2,f,1,1,1,0
H84608,2,f,1,1,1,0
H85009,2,f,1,1,1,0
H85019,2,f,1,1,1,0
H85020,2,f,1,0,,0
H85024,2,f,1,1,1,0
H85045,2,f,1,1,1,0
H85637,2,f,1,1,0,0
J81058,2,f,1,1,1,0
J82008,2,f,1,0,,0
J82034,2,f,1,1,1,0
J82049,2,f,1,1,1,0
J82074,2,f,1,1,1,0
J82076,2,f,1,1,1,0
J82112,2,f,1,1,1,0
J82129,2,f,1,1,1,0
J82150,2,f,1,1,1,0
J82169,2,f,1,1,1,0
J82207,2,f,1,1,1,0
J83007,2,f,1,1,1,0
J83018,2,f,1,1,1,0
J83022,2,f,1,1,1,0
J83031,2,f,1,1,1,0
J83049,2,f,1,1,1,0
J83601,2,f,1,1,1,0
J83615,2,f,1,1,1,0
J83618,2,f,1,1,1,0
J83645,2,f,1,1,1,0
J84017,2,f,1,1,1,0
K81039,2,f,1,1,1,0
K82078,2,f,1,1,1,0
K83068,2,f,1,1,1,0
K84001,2,f,1,1,1,0
K84006,2,f,1,1,1,0
K84008,2,f,1,1,1,0
K84017,2,f,1,1,0,0
K84033,2,f,1,1,1,0
K84046,2,f,1,1,1,0
K84080,2,f,1,1,1,0
L81008,2,f,1,1,1,0
L81013,2,f,1,1,1,0
L81020,2,f,1,1,1,0
L81043,2,f,1,1,1,0
L81045,2,f,1,1,1,0
L81046,2,f,1,1,1,0
L81049,2,f,1,1,1,0
L81095,2,f,1,1,1,0
L81127,2,f,1,1,1,0
L82035,2,f,1,1,1,0
L82050,2,f,1,1,1,0
L82052,2,f,1,1,0,0
L82068,2,f,1,1,1,0
L83046,2,f,1,1,1,0
L83094,2,f,1,1,1,1
L83130,2,f,1,1,1,0
L84015,2,f,1,1,1,0
L84025,2,f,1,1,1,0
L84051,2,f,1,1,1,0
L84057,2,f,1,1,1,0
L84063,2,f,1,1,1,0
L84072,2,f,1,1,1,0
M81006,2,f,1,1,1,0
M81034,2,f,1,1,1,0
M81067,2,f,1,1,1,0
M81072,2,f,1,1,1,0
M82041,2,f,1,1,1,0
M83015,2,f,1,1,1,0
M83074,2,f,1,1,1,1
M83619,2,f,1,1,1,0
M84021,2,f,1,1,1,0
M84031,2,f,1,1,1,0
M84043,2,f,1,1,1,0
M84061,2,f,1,1,1,0
M84615,2,f,0,1,1,0
M85028,2,f,1,1,1,0
M85047,2,f,0,1,1,0
M85124,2,f,1,1,1,0
M86007,2,f,1,1,1,0
N81031,2,f,1,1,1,0
N81082,2,f,1,1,1,0
N81607,2,f,1,1,1,0
N82024,2,f,1,1,1,0
N82107,2,f,0,1,1,0
N83009,2,f,1,1,1,0
N84627,2,f,1,1,1,0
